,Borough,City,NumNeighborhoods,0,1,2,3,4
0,Manhattan,New York,40,0.1,0.35,0.225,0.3,0.025
1,Near North Side,Chicago,8,0.125,0.375,0.5,0.0,0.0
2,Near South Side,Chicago,3,0.0,0.0,1.0,0.0,0.0
3,Near West Side,Chicago,7,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
4,The Loop,Chicago,4,0.0,0.0,1.0,0.0,0.0
